Date,AAPL-corpbond,HD-corpbond,IBM-corpbond,NKE-corpbond,AAPL-stock,HD-stock,IBM-stock,NKE-stock
4/22/2014, 96.85 , 97.19 , 100.34 , 95.72 ,121.1481503,109.9876949,95.90091171,118.1867547
4/23/2014, 96.42 , 97.76 , 100.28 , 95.83 ,119.5645552,108.4000602,95.69131356,117.7893816
4/24/2014, 97.36 , 97.79 , 100.43 , 95.29 ,129.3666937,110.1257639,94.93768056,116.6607073
4/25/2014, 97.09 , 97.26 , 100.37 , 95.28 ,130.3168426,109.5873288,94.64320614,115.5639257
4/28/2014, 96.55 , 97.59 , 100.56 , 95.62 ,135.3637385,110.6779953,96.39501268,113.9266099
4/29/2014, 97.36 , 97.45 , 100.35 , 95.62 ,134.962716,109.7806263,97.37824442,115.214204
4/30/2014, 97.66 , 97.53 , 100.30 , 95.88 ,134.4523277,109.7668314,98.05702057,115.9613129
5/1/2014, 98.35 , 97.71 , 100.42 , 96.91 ,134.7690711,109.5183418,96.58968816,115.913665
5/2/2014, 97.86 , 98.44 , 100.43 , 97.50 ,135.0196709,109.6149787,95.54657133,116.0249194
5/5/2014, 97.66 , 98.64 , 100.43 , 97.07 ,136.9290621,108.6348024,95.45671468,116.5017735
5/6/2014, 97.66 , 98.56 , 100.38 , 96.63 ,135.4366319,106.8814853,94.84284289,114.8485657
5/7/2014, 97.91 , 98.10 , 100.47 , 97.05 ,134.962716,106.4120958,95.0285885,114.7373253
5/8/2014, 97.62 , 98.24 , 100.51 , 97.16 ,134.7221421,106.3707111,94.83278458,116.1202888
5/9/2014, 97.39 , 97.71 , 100.47 , 96.40 ,134.1607681,107.2818277,95.42014724,116.7561153
5/12/2014, 97.75 , 97.53 , 100.48 , 96.28 ,135.8311059,108.0549464,96.6701285,118.6318214
5/13/2014, 98.16 , 97.83 , 100.97 , 96.62 ,136.0441808,106.6743803,96.47937318,118.5682815
5/14/2014, 98.25 , 98.25 , 101.07 , 97.02 ,136.0693646,105.3490791,94.73742159,116.9627917
5/15/2014, 98.48 , 98.79 , 101.02 , 98.25 ,134.9122849,105.2524659,93.60292058,115.9454384
5/16/2014, 98.46 , 98.79 , 100.72 , 97.52 ,136.9034209,106.7986306,93.90408779,117.5350257
5/19/2014, 98.15 , 98.63 , 100.59 , 97.73 ,138.525604,105.6113873,93.87398936,118.4093091
5/20/2014, 98.19 , 98.36 , 100.77 , 97.83 ,138.5530642,107.6269889,92.81478255,116.4540835
5/21/2014, 98.43 , 97.95 , 100.75 , 97.28 ,138.9196877,107.7926619,93.56775443,117.9642039
5/22/2014, 97.93 , 98.04 , 100.74 , 96.68 ,139.1396201,108.759029,93.21133251,119.0292471
5/23/2014, 98.62 , 98.87 , 100.72 , 96.94 ,140.7114109,109.3112368,93.34188142,120.571183
5/27/2014, 98.87 , 98.48 , 100.62 , 97.37 ,143.3463421,110.0153321,92.75955716,121.779247
5/28/2014, 98.96 , 99.24 , 100.80 , 98.54 ,142.9751516,110.0015009,91.90615519,121.2388145
5/29/2014, 98.47 , 99.10 , 100.56 , 98.65 ,145.5802649,110.3052317,92.24749826,122.1825976
5/30/2014, 98.48 , 99.20 , 100.79 , 98.35 ,145.0349655,110.7608611,92.54871391,123.0304259
6/2/2014, 98.14 , 99.08 , 100.65 , 97.37 ,144.038292,111.6029431,93.21637155,122.7264519
6/3/2014, 97.60 , 98.06 , 100.41 , 96.75 ,146.0751862,112.019516,92.55372426,120.8548547
6/4/2014, 97.45 , 98.14 , 100.51 , 96.42 ,147.7431928,111.8390113,92.62400811,121.7826968
6/5/2014, 97.80 , 98.21 , 100.57 , 96.97 ,148.3228912,111.6168344,93.36194002,121.3667742
6/6/2014, 97.80 , 97.74 , 100.72 , 96.70 ,147.9150394,111.9778658,93.55772481,121.9426333
6/9/2014, 97.72 , 98.32 , 100.44 , 97.02 ,150.2818676,111.9361793,93.48240129,122.6464661
6/10/2014, 97.51 , 97.81 , 99.99 , 96.52 ,151.1639867,112.116744,92.51356689,122.070607
6/11/2014, 97.54 , 97.88 , 100.57 , 96.58 ,150.538516,110.8252898,91.48949754,120.1990063
6/12/2014, 97.77 , 97.88 , 100.58 , 96.58 ,148.0204722,108.9090373,90.97243849,119.6071115
6/13/2014, 98.49 , 97.98 , 100.24 , 97.20 ,146.4005249,108.4091167,91.64511539,119.3671752
6/16/2014, 98.11 , 98.36 , 100.26 , 97.48 ,147.8760717,109.56168,91.53968389,119.2552091
6/17/2014, 97.52 , 97.96 , 100.21 , 98.37 ,147.6836524,111.1169375,91.49450788,120.119003
6/18/2014, 97.74 , 98.22 , 100.14 , 96.96 ,147.8440321,112.0750685,92.16719435,121.9106565
6/19/2014, 97.52 , 97.82 , 100.51 , 96.96 ,147.3307864,111.7001585,91.77561585,120.9988221
6/20/2014, 97.67 , 97.82 , 100.69 , 96.79 ,145.8071503,111.3252358,91.13809553,120.1350387
6/23/2014, 97.77 , 98.01 , 100.82 , 97.77 ,145.678826,111.9778658,91.43425302,120.6948901
6/24/2014, 97.99 , 98.43 , 100.76 , 99.68 ,144.7966663,111.6862545,90.80173285,119.9430728
6/25/2014, 98.31 , 98.76 , 100.70 , 97.53 ,144.924964,111.82512,90.72143851,122.326565
6/26/2014, 98.50 , 99.03 , 100.87 , 98.01 ,145.7910899,112.1305989,90.54572252,122.9504366
6/27/2014, 98.13 , 98.92 , 100.84 , 97.58 ,147.5232604,112.6582784,91.21841919,124.2621859
6/30/2014, 98.52 , 98.87 , 100.88 , 98.21 ,149.046923,112.4222339,90.9975272,124.0542089
7/1/2014, 98.14 , 98.61 , 100.70 , 97.90 ,149.9931636,113.6164347,93.54769519,124.7740914
7/2/2014, 97.96 , 98.27 , 100.55 , 97.68 ,149.9290404,113.8385879,94.57176455,124.4381021
7/3/2014, 97.49 , 98.24 , 100.47 , 97.05 ,150.8111472,113.9358049,94.64203883,125.4938513
7/7/2014, 97.70 , 98.30 , 100.75 , 97.08 ,153.922661,113.0609837,94.39606832,125.8138435
7/8/2014, 98.00 , 98.84 , 100.58 , 98.06 ,152.9282498,112.1444902,93.98444014,124.2461642
7/9/2014, 98.12 , 98.95 , 100.68 , 97.38 ,152.9923995,112.1028274,94.586823,125.8778391
7/10/2014, 98.23 , 99.50 , 100.79 , 97.39 ,152.4310927,110.2559712,94.22539137,123.9742336
7/11/2014, 98.30 , 99.42 , 100.85 , 97.76 ,152.7197701,110.5476189,94.37597976,123.6382863
7/14/2014, 98.16 , 99.24 , 100.77 , 98.46 ,154.6924881,110.3392716,95.30970603,124.6940881
7/15/2014, 98.06 , 99.24 , 100.79 , 98.00 ,152.8801498,110.8947353,94.62197002,124.8220233
7/16/2014, 98.22 , 99.20 , 100.67 , 98.18 ,152.0140646,110.6170279,96.56469699,123.0464055
7/17/2014, 98.63 , 99.94 , 100.76 , 98.75 ,149.3035591,110.4642711,96.62999089,122.422548
7/18/2014, 98.63 , 99.87 , 100.82 , 98.85 ,151.4527171,111.2002362,96.63499104,124.0062104
7/21/2014, 98.75 , 99.76 , 100.76 , 100.63 ,150.6668155,110.6864844,95.80668671,122.886455
7/22/2014, 98.88 , 99.93 , 100.79 , 99.56 ,151.9178346,111.8390113,97.43315869,123.2383609
7/23/2014, 98.67 , 99.69 , 100.70 , 99.56 ,155.8793857,112.5055342,97.2022562,123.7662741
7/24/2014, 98.58 , 99.28 , 101.20 , 99.18 ,155.6227354,112.7554463,98.01048216,125.7338577
7/25/2014, 98.74 , 99.70 , 100.76 , 99.97 ,156.6492127,112.5194129,97.58880524,124.3261115
7/28/2014, 98.77 , 99.72 , 101.13 , 100.40 ,158.8144453,112.5749781,98.28153182,125.4139426
7/29/2014, 98.90 , 99.73 , 100.90 , 99.64 ,157.787968,112.4500275,97.67414881,124.9339999
7/30/2014, 98.30 , 99.49 , 100.73 , 99.21 ,157.4190681,113.5331233,97.38797248,127.3494689
7/31/2014, 98.21 , 98.79 , 100.78 , 99.22 ,153.3292458,112.2694644,96.21831489,123.3823669
8/1/2014, 98.53 , 98.96 , 100.85 , 98.18 ,154.1792706,110.7420259,94.95326498,122.8224769
8/4/2014, 98.52 , 99.14 , 100.89 , 98.50 ,153.3131571,111.1308161,95.19926481,123.4303408
8/5/2014, 98.53 , 99.19 , 100.83 , 98.76 ,152.5593781,111.1308161,93.92415659,123.0464055
8/6/2014, 98.50 , 99.35 , 100.90 , 98.88 ,152.3027543,111.8112287,93.90903948,123.39835
8/7/2014, 98.96 , 100.28 , 100.99 , 99.30 ,152.2866268,111.7417849,93.06571495,122.1346132
8/8/2014, 98.98 , 100.07 , 100.98 , 100.61 ,152.7057036,114.4635081,94.24229866,123.2703622
8/11/2014, 98.99 , 99.86 , 101.00 , 100.23 ,154.7205275,115.0883682,94.66648555,123.2703622
8/12/2014, 99.07 , 99.52 , 100.82 , 100.66 ,154.6882973,115.1439096,94.60083145,122.742449
8/13/2014, 98.92 , 99.79 , 101.08 , 99.88 ,156.7353109,115.4216533,94.90888589,123.5743222
8/14/2014, 99.34 , 100.44 , 101.22 , 100.33 ,157.1543753,116.4491934,94.87353485,123.6542414
8/15/2014, 99.79 , 100.83 , 101.20 , 100.41 ,157.9281106,116.2131362,94.62103668,123.3823669
8/18/2014, 99.42 , 100.40 , 101.18 , 100.31 ,159.8300367,116.0742944,95.62089265,125.6538684
8/19/2014, 99.59 , 100.05 , 101.02 , 100.13 ,162.0382512,122.517465,95.97938654,125.5898623
8/20/2014, 99.30 , 100.08 , 101.13 , 100.39 ,162.1027507,126.0167213,95.9945623,126.2297415
8/21/2014, 99.62 , 100.83 , 101.06 , 100.08 ,162.1188658,126.5721961,96.56519299,126.277726
8/22/2014, 99.37 , 100.81 , 101.02 , 100.22 ,163.3116231,126.4055717,96.15109438,126.8375914
8/25/2014, 99.52 , 101.10 , 100.81 , 101.52 ,163.6662411,126.6416541,96.52983239,127.9893622
8/26/2014, 99.61 , 101.71 , 101.05 , 101.13 ,162.6185024,127.23873,97.45388861,127.1415619
8/27/2014, 99.89 , 101.42 , 101.12 , 101.14 ,164.6171971,127.5720263,97.08022916,127.5254937
8/28/2014, 100.13 , 101.38 , 101.17 , 101.39 ,164.8106282,128.4607261,96.95398932,126.8495323
8/29/2014, 99.77 , 101.80 , 100.95 , 101.39 ,165.213604,129.8354553,97.10548299,127.1895744
9/2/2014, 99.77 , 100.76 , 101.02 , 100.69 ,166.5031052,127.2116713,96.7318229,128.3716356
9/3/2014, 99.94 , 100.58 , 101.05 , 101.89 ,159.4754453,124.211057,96.92874568,127.6267599
9/4/2014, 99.20 , 100.34 , 101.03 , 101.63 ,158.1537297,125.5089866,96.28744098,129.4079275
9/5/2014, 99.11 , 100.10 , 101.06 , 101.64 ,159.523803,127.8536533,96.55001787,132.8406691
9/8/2014, 99.13 , 99.88 , 100.90 , 100.58 ,158.5405497,126.7510838,96.0147771,133.4235749
9/9/2014, 99.35 , 100.11 , 100.97 , 100.46 ,157.9441975,124.1133722,95.93900604,132.5168099
9/10/2014, 98.70 , 99.79 , 100.92 , 98.86 ,162.7958308,124.5599831,96.7217257,133.5369293
9/11/2014, 98.67 , 99.67 , 100.62 , 99.41 ,163.4888985,124.5180911,96.81259411,132.4844194
9/12/2014, 98.10 , 99.04 , 100.73 , 100.00 ,163.8596723,123.9877579,96.59039837,132.5168099
9/15/2014, 98.31 , 99.19 , 100.82 , 98.73 ,163.811288,124.7414139,96.85804298,132.1443773
9/16/2014, 98.32 , 98.82 , 100.89 , 98.97 ,162.5701852,125.9835238,97.43878107,131.4805181
9/17/2014, 98.12 , 98.74 , 100.88 , 99.29 ,163.730714,127.3093814,97.3579614,131.9824495
9/18/2014, 98.64 , 98.87 , 100.80 , 98.96 ,164.0691762,128.5235507,97.83769435,132.7273392
9/19/2014, 98.42 , 99.06 , 100.89 , 98.97 ,162.7313455,128.8724515,97.96392399,132.4682084
9/22/2014, 98.83 , 99.54 , 100.83 , 98.95 ,162.8925199,128.2444335,97.51453237,130.6871215
9/23/2014, 98.90 , 99.63 , 100.90 , 99.17 ,165.4392637,127.6861723,96.76209665,129.7317726
9/24/2014, 98.85 , 99.45 , 100.80 , 99.31 ,164.0047174,129.8214802,97.11053159,130.8975842
9/25/2014, 99.05 , 99.78 , 100.77 , 99.59 ,157.7508069,128.2583722,95.44413621,129.1326277
9/26/2014, 98.62 , 99.38 , 100.77 , 100.05 ,162.3928833,129.5702768,95.97437683,144.9200438
9/29/2014, 99.20 , 99.97 , 100.81 , 99.87 ,161.3612986,129.6261075,95.76228849,144.3047195
9/30/2014, 98.83 , 99.59 , 100.79 , 100.14 ,162.3928833,128.0350731,95.8582157,144.4342569
10/1/2014, 99.44 , 100.66 , 100.95 , 100.93 ,159.862267,127.0302152,94.51500207,142.0054131
10/2/2014, 99.54 , 100.33 , 101.08 , 101.49 ,161.0228082,128.7328873,94.38371363,144.5961707
10/3/2014, 99.61 , 100.28 , 101.01 , 101.32 ,160.5714746,130.5472335,95.2724577,146.1991853
10/6/2014, 99.86 , 100.54 , 101.09 , 101.45 ,160.5714746,130.1564644,95.45925332,144.4666614
10/7/2014, 100.24 , 101.23 , 101.01 , 101.48 ,159.1691851,129.0539329,93.77774148,142.604572
10/8/2014, 100.34 , 101.45 , 101.15 , 101.49 ,162.473429,131.3148172,95.62089265,143.835126
10/9/2014, 100.34 , 101.55 , 101.10 , 101.79 ,162.8280734,129.891286,94.13625449,141.2444105
10/10/2014, 100.29 , 101.56 , 101.23 , 101.64 ,162.3606389,129.1655579,93.88881512,141.1796401
10/13/2014, 100.51 , 101.59 , 101.25 , 101.66 ,160.8777489,126.4440624,92.67187002,138.2650654
10/14/2014, 100.85 , 102.14 , 101.22 , 102.33 ,159.1691851,125.7462497,92.81327479,137.7792749
10/15/2014, 101.11 , 103.00 , 101.64 , 104.45 ,157.2188341,122.6060839,91.77805759,137.9249567
10/16/2014, 100.96 , 102.47 , 101.59 , 103.06 ,155.1557194,124.0435886,90.8135909,140.9367589
10/17/2014, 100.81 , 102.38 , 101.82 , 103.06 ,157.4284051,125.9416208,91.92955063,141.1634326
10/20/2014, 101.16 , 102.23 , 101.71 , 103.34 ,160.7971891,128.1886138,85.3902096,143.9484944
10/21/2014, 100.92 , 102.20 , 101.68 , 102.76 ,165.1652462,131.4683343,82.42603034,146.7659397
10/22/2014, 100.91 , 102.24 , 101.61 , 102.77 ,166.0033873,130.2680911,81.69887714,145.5029251
10/23/2014, 100.46 , 102.11 , 101.27 , 102.11 ,168.9692079,132.3057364,81.89583817,146.3287367
10/24/2014, 100.67 , 101.83 , 101.29 , 101.26 ,169.5977904,132.5708785,81.84532094,147.1869037
10/27/2014, 100.78 , 101.89 , 101.37 , 102.47 ,169.4204602,133.2408011,81.73929654,148.3851619
10/28/2014, 100.45 , 102.03 , 101.69 , 101.75 ,172.0477515,134.8038838,82.61287441,149.6967114
10/29/2014, 100.26 , 101.58 , 101.13 , 101.75 ,173.0148632,134.5666207,82.54218191,148.8871038
10/30/2014, 100.42 , 101.87 , 101.54 , 102.09 ,172.4346527,136.1018481,82.99162199,150.5872794
10/31/2014, 100.49 , 101.45 , 101.15 , 101.87 ,174.0786764,136.1018481,83.01686626,150.5387059
11/3/2014, 100.17 , 101.29 , 101.07 , 101.53 ,176.3352894,134.1060696,82.99666103,151.3159335
11/4/2014, 100.47 , 101.33 , 101.03 , 102.27 ,175.0458553,133.9246387,82.13318035,152.1255411
11/5/2014, 100.10 , 101.17 , 101.05 , 102.84 ,175.4649056,133.6734353,81.7140427,153.3075883
11/6/2014, 100.00 , 101.03 , 100.92 , 102.01 ,175.9666985,135.7808516,82.09027076,153.178065
11/7/2014, 100.63 , 101.44 , 101.08 , 102.17 ,176.4685585,136.2832568,82.40040674,151.850294
11/10/2014, 100.22 , 101.03 , 101.13 , 101.95 ,176.1771738,136.9950335,83.12238511,153.7609322
11/11/2014, 100.36 , 101.13 , 101.13 , 101.96 ,177.5855261,136.9671308,83.02575725,153.6313668
11/12/2014, 100.05 , 100.68 , 101.03 , 101.71 ,180.0947327,137.455572,82.32413011,155.1372907
11/13/2014, 100.05 , 100.88 , 101.06 , 101.08 ,182.6362631,138.1673487,82.76646875,155.6392326
11/14/2014, 100.21 , 101.11 , 101.07 , 101.69 ,184.8379433,137.1066586,83.4630186,154.6353453
11/17/2014, 99.97 , 100.46 , 100.81 , 101.71 ,184.5303356,136.8136011,83.4630186,155.5420717
11/18/2014, 100.05 , 100.96 , 101.04 , 101.41 ,186.9262134,133.9525778,82.30889634,156.2059555
11/19/2014, 99.88 , 100.33 , 100.99 , 102.37 ,185.6311616,134.9574009,82.07500766,156.9831726
11/20/2014, 100.50 , 100.65 , 101.07 , 101.27 ,188.286019,136.1716065,81.67335108,157.549948
11/21/2014, 100.64 , 101.30 , 101.16 , 101.48 ,188.5450146,137.1625019,81.81572872,157.7442172
11/24/2014, 100.68 , 101.41 , 101.27 , 102.89 ,192.0417307,137.3300067,82.4410888,158.6024228
11/25/2014, 101.48 , 101.76 , 101.40 , 102.29 ,190.3742892,135.3900715,82.24280489,157.5337124
11/26/2014, 101.32 , 102.10 , 101.31 , 102.81 ,192.6406701,136.3530389,82.33940278,158.3595275
11/28/2014, 101.78 , 102.66 , 101.61 , 103.53 ,192.527329,138.725621,82.45127397,160.7721217
12/1/2014, 101.15 , 102.16 , 101.41 , 103.81 ,186.2786601,137.9998693,82.13094326,158.1814448
12/2/2014, 100.73 , 101.66 , 101.33 , 103.49 ,185.5663655,137.6493279,82.70548455,158.7481291
12/3/2014, 100.78 , 101.51 , 101.36 , 102.43 ,187.6708709,138.2522897,83.6460496,159.4929767
12/4/2014, 101.19 , 102.42 , 101.64 , 102.43 ,186.9585762,138.7571178,83.40709257,160.3835622
12/5/2014, 100.83 , 102.06 , 101.07 , 101.82 ,186.1653455,139.7246925,83.01052348,160.8369693
12/8/2014, 101.04 , 102.65 , 101.24 , 102.17 ,181.9564142,140.8325426,82.29365236,158.2299761
12/9/2014, 101.22 , 102.62 , 101.19 , 103.44 ,184.7407562,139.7246925,82.86818409,157.1126959
12/10/2014, 101.33 , 103.32 , 101.23 , 104.20 ,181.2279108,138.7431064,81.607259,158.1328433
12/11/2014, 101.69 , 102.71 , 101.31 , 104.04 ,180.6937269,140.6081339,81.89200534,157.856008
12/12/2014, 101.56 , 103.44 , 101.21 , 103.88 ,177.6341541,139.9210294,78.99904901,156.618281
12/15/2014, 101.25 , 103.56 , 101.40 , 104.21 ,175.2058853,140.2996426,77.81949377,155.4131899
12/16/2014, 101.72 , 103.82 , 101.14 , 104.69 ,172.8100075,136.106792,76.98061027,151.7977484
12/17/2014, 101.30 , 103.53 , 101.40 , 105.54 ,177.1161118,138.7431064,77.24498116,153.8985611
12/18/2014, 101.46 , 103.01 , 101.41 , 103.49 ,182.3610871,141.169071,80.16841971,158.1002915
12/19/2014, 101.70 , 103.39 , 101.31 , 104.06 ,180.952733,142.935968,80.59041286,154.4523123
12/22/2014, 102.13 , 103.95 , 101.42 , 103.92 ,182.8305703,145.137584,82.08011491,156.2274498
12/23/2014, 101.71 , 103.45 , 101.22 , 103.79 ,182.1830699,145.5021495,82.48686854,156.2925638
12/24/2014, 101.75 , 103.71 , 101.45 , 103.80 ,181.3250431,145.221692,82.27332089,156.8137107
12/26/2014, 101.55 , 103.45 , 101.30 , 103.82 ,184.5303356,145.4881491,82.53768732,157.6931406
12/29/2014, 102.10 , 103.44 , 101.26 , 104.22 ,184.4008511,146.5819404,81.607259,158.4585746
12/30/2014, 102.30 , 103.59 , 101.29 , 105.06 ,182.1506525,146.2173385,81.37339008,157.7745883
12/31/2014, 102.31 , 103.56 , 101.35 , 104.02 ,178.6863662,147.1989373,81.57168929,156.5857047
1/2/2015, 102.68 , 104.31 , 100.86 , 105.40 ,176.9865885,145.0393919,82.39532881,154.7617414
1/5/2015, 103.25 , 104.84 , 101.95 , 105.72 ,172.0005663,141.9964288,81.09885824,152.2700414
1/6/2015, 103.59 , 105.98 , 101.70 , 107.85 ,172.0168016,141.5617209,79.34990211,151.3743374
1/7/2015, 103.39 , 105.64 , 101.58 , 106.87 ,174.428821,146.4136627,78.83127154,154.5011802
1/8/2015, 103.16 , 105.01 , 101.77 , 106.66 ,181.1308172,149.6529389,80.54466754,158.0677118
1/9/2015, 103.47 , 105.36 , 101.99 , 107.04 ,181.3250431,147.0867575,80.89548111,156.3251436
1/12/2015, 103.60 , 106.30 , 101.82 , 106.61 ,176.8570774,146.4276994,79.53798681,156.1133977
1/13/2015, 103.91 , 105.96 , 101.85 , 106.62 ,178.4273724,145.4601137,79.72610084,154.7291511
1/14/2015, 103.89 , 106.19 , 101.80 , 106.84 ,177.7474546,143.9315893,79.21259666,152.6120223
1/15/2015, 104.53 , 107.08 , 101.88 , 107.25 ,172.923308,141.6458526,78.58722192,151.1463139
1/16/2015, 103.96 , 106.88 , 101.98 , 108.27 ,171.5796706,146.007003,79.89387321,151.4394934
1/20/2015, 104.55 , 106.82 , 101.99 , 109.00 ,175.9991036,144.7869952,79.79726511,152.4491829
1/21/2015, 104.17 , 106.65 , 101.98 , 108.54 ,177.3427287,145.1796325,77.32633571,152.2863716
1/22/2015, 104.31 , 106.16 , 102.22 , 107.95 ,181.9564142,148.7414731,79.00413204,156.0971481
1/23/2015, 105.02 , 106.65 , 102.20 , 108.61 ,182.8953116,147.7598617,79.2481721,156.6020069
1/26/2015, 105.05 , 106.66 , 102.23 , 108.98 ,183.089564,149.1481329,79.49731432,156.911422
1/27/2015, 105.05 , 106.58 , 102.48 , 108.32 ,176.6790197,147.4653818,78.12964441,153.8985611
1/28/2015, 105.47 , 107.49 , 102.17 , 109.27 ,186.6671791,146.8764077,77.05177964,151.9605877
1/29/2015, 105.48 , 107.29 , 102.22 , 109.65 ,192.4787822,150.9150173,79.04988756,154.5011802
1/30/2015, 106.26 , 108.09 , 102.28 , 110.51 ,189.6620351,146.4276994,77.94660384,150.2343357
2/2/2015, 105.57 , 107.87 , 102.69 , 110.15 ,192.0417307,146.4417108,78.6329921,149.6969252
2/3/2015, 104.83 , 106.79 , 102.13 , 109.45 ,192.0740828,150.3821647,80.57006673,152.0257719
2/4/2015, 104.87 , 107.07 , 102.14 , 108.89 ,193.5472172,152.0228199,79.8023628,150.7066147
2/5/2015, 104.58 , 106.92 , 102.13 , 108.82 ,194.9286232,152.8361537,80.28535481,152.0094557
2/6/2015, 103.84 , 105.93 , 102.13 , 108.67 ,193.2871867,152.906285,80.23928817,149.4851899
2/9/2015, 103.85 , 105.98 , 102.21 , 108.54 ,194.571109,151.9246752,79.74266259,148.4755144
2/10/2015, 103.73 , 105.29 , 102.27 , 108.26 ,198.3090754,155.1920343,81.18135588,151.0486201
2/11/2015, 103.43 , 105.03 , 102.14 , 108.52 ,202.9572394,154.6872061,80.99704025,148.7034853
2/12/2015, 103.73 , 105.50 , 102.19 , 106.99 ,205.5250839,157.281472,81.16087332,149.8272233
2/13/2015, 103.57 , 104.94 , 102.21 , 106.18 ,206.5327263,156.9028588,82.12341339,149.8923409
2/17/2015, 102.89 , 104.37 , 102.02 , 105.42 ,207.7516228,157.0571108,82.41013481,149.5992034
2/18/2015, 103.12 , 104.88 , 102.28 , 105.52 ,209.1980811,157.0430393,83.03990149,152.4654605
2/19/2015, 103.04 , 104.55 , 102.14 , 106.22 ,208.7592635,155.5706475,83.91025984,152.5957587
2/20/2015, 103.05 , 104.46 , 102.19 , 106.90 ,210.4657257,157.3936155,83.78737659,154.598888
2/23/2015, 103.82 , 104.87 , 102.28 , 106.47 ,216.1539902,157.4497244,83.40851298,154.7291511
2/24/2015, 104.17 , 105.92 , 102.42 , 106.82 ,214.805044,163.7179618,84.39154008,155.3968737
2/25/2015, 104.24 , 106.01 , 102.82 , 107.01 ,209.3118266,163.1009759,83.35731487,157.6768244
2/26/2015, 103.65 , 106.24 , 102.64 , 107.02 ,211.9609444,161.7968254,82.36405351,158.872611
2/27/2015, 104.00 , 106.16 , 102.55 , 107.45 ,208.7755129,160.913395,82.91189187,159.0855734
3/2/2015, 103.57 , 105.46 , 102.37 , 106.02 ,209.7993906,162.8345314,82.16436831,161.7555174
3/3/2015, 103.11 , 105.15 , 102.08 , 105.03 ,210.238194,162.7644238,82.44597227,160.4779255
3/4/2015, 103.28 , 104.99 , 102.16 , 105.17 ,208.9054954,160.927408,81.62165633,159.7407521
3/5/2015, 103.37 , 104.59 , 102.38 , 105.16 ,205.4438229,162.5400388,82.5227551,161.2805354
3/6/2015, 102.45 , 103.93 , 101.91 , 105.75 ,205.7525908,160.4927112,81.15062057,158.7415486
3/9/2015, 103.07 , 104.16 , 102.03 , 104.94 ,206.6302366,161.6145363,82.31284583,159.593335
3/10/2015, 103.04 , 104.88 , 102.17 , 105.02 ,202.3558893,158.6545369,80.79736462,158.0863278
3/11/2015, 103.14 , 105.23 , 102.04 , 105.42 ,198.6666568,159.3734165,80.28024245,156.1698348
3/12/2015, 102.78 , 105.34 , 102.19 , 105.48 ,202.258379,163.6442363,80.8844104,158.954539
3/13/2015, 103.05 , 104.98 , 102.51 , 105.59 ,200.8606706,161.8400545,78.99003179,156.9397317
3/16/2015, 102.96 , 105.01 , 102.08 , 105.80 ,203.070999,164.2080309,80.42359806,157.9717043
3/17/2015, 103.26 , 105.61 , 101.99 , 105.99 ,206.4676882,162.9113073,80.36215676,158.1355182
3/18/2015, 104.08 , 105.97 , 102.26 , 106.01 ,208.791764,163.6160554,81.82135173,159.7244114
3/19/2015, 104.09 , 106.36 , 102.34 , 106.73 ,207.2153232,162.3192844,81.82135173,161.0511762
3/20/2015, 104.38 , 107.13 , 102.38 , 107.21 ,204.6149676,165.6034761,83.39317146,167.0464043
3/23/2015, 104.83 , 107.26 , 102.56 , 107.51 ,206.743968,163.6019586,84.28916298,166.1945793
3/24/2015, 104.64 , 107.44 , 102.48 , 107.32 ,205.8988757,163.7147185,83.45458408,164.867811
3/25/2015, 104.27 , 107.25 , 102.46 , 107.37 ,200.5194039,160.2332116,81.50902138,162.14868
3/26/2015, 103.76 , 105.90 , 102.32 , 105.81 ,201.9171,158.3867901,82.22065391,162.7056426
3/27/2015, 104.16 , 107.02 , 102.00 , 107.11 ,200.3081481,160.4869343,82.12341339,163.6065072
3/30/2015, 104.22 , 106.70 , 102.33 , 107.09 ,205.378799,161.5722349,83.2856393,165.2609316
3/31/2015, 104.80 , 106.69 , 102.44 , 107.10 ,202.2258661,160.1345374,82.1746115,164.343614
4/1/2015, 105.27 , 107.58 , 102.66 , 107.91 ,201.9333352,159.4579829,81.49877819,163.0659836
4/2/2015, 104.79 , 107.15 , 102.51 , 108.33 ,203.6723103,161.4454036,82.14902743,163.2461803
4/6/2015, 104.80 , 106.69 , 102.70 , 107.19 ,206.9714874,162.0232713,82.96308998,163.3608739
4/7/2015, 105.08 , 107.15 , 102.69 , 107.36 ,204.7937371,161.1071271,82.97845062,163.1642523
4/8/2015, 105.12 , 107.58 , 102.57 , 107.78 ,204.1273754,162.9254041,82.86583033,165.1790176
4/9/2015, 104.73 , 106.87 , 102.79 , 106.38 ,205.6876057,161.4876812,83.11667475,164.9824906
4/10/2015, 104.64 , 107.16 , 102.51 , 107.24 ,206.565225,162.4320553,83.38290851,163.7539419
4/13/2015, 104.71 , 107.28 , 102.65 , 107.56 ,206.1589079,161.3044771,83.13717134,162.6073423
4/14/2015, 104.81 , 107.48 , 103.14 , 108.59 ,205.2650658,160.7547175,83.09620686,163.0331899
4/15/2015, 104.99 , 107.64 , 102.75 , 109.05 ,206.0451483,159.9090192,84.03316285,163.5246073
4/16/2015, 105.18 , 107.74 , 102.80 , 108.14 ,205.0537428,159.7962957,83.52114284,163.6392869
4/17/2015, 105.28 , 107.67 , 102.63 , 107.98 ,202.7459429,158.0061996,82.2616184,161.427942
